F5	9606.ENSP00000354631
9606.ENSP00000324549
9606.ENSP00000319831
9606.ENSP00000274364
9606.ENSP00000309871
9606.ENSP00000370719
9606.ENSP00000366494
9606.ENSP00000348461
9606.ENSP00000264245
9606.ENSP00000303507
9606.ENSP00000316845
9606.ENSP00000264042
9606.ENSP00000352995
9606.ENSP00000262444
9606.ENSP00000315334
9606.ENSP00000310561
9606.ENSP00000256935
9606.ENSP00000357883
9606.ENSP00000335333
9606.ENSP00000286827
9606.ENSP00000353849
9606.ENSP00000262940
9606.ENSP00000364585
9606.ENSP00000366121
9606.ENSP00000359610
9606.ENSP00000239440
9606.ENSP00000261833
9606.ENSP00000363727
9606.ENSP00000344852
9606.ENSP00000250617
9606.ENSP00000290470
9606.ENSP00000288368
9606.ENSP00000286494
9606.ENSP00000205135
9606.ENSP00000359073
9606.ENSP00000369572
9606.ENSP00000296642
9606.ENSP00000309219
9606.ENSP00000011684
9606.ENSP00000340742
9606.ENSP00000356142
9606.ENSP00000347792
9606.ENSP00000019317
9606.ENSP00000364893
9606.ENSP00000301724
9606.ENSP00000316338
9606.ENSP00000254584
9606.ENSP00000373347
9606.ENSP00000249601
9606.ENSP00000364758
GOT29606.ENSP00000245206
PDIA49606.ENSP00000286091
PDIA39606.ENSP00000300289
GOT19606.ENSP00000229314
9606.ENSP00000359539
9606.ENSP00000356160
PDIA29606.ENSP00000219406
PPOX9606.ENSP00000343943
9606.ENSP00000293330
GAST9606.ENSP00000331358
COMT9606.ENSP00000207636
NT5C9606.ENSP00000245552
TACR19606.ENSP00000303522
PADI19606.ENSP00000364620
HLA-E9606.ENSP00000240618
9606.ENSP00000335294
9606.ENSP00000371333
9606.ENSP00000352064
9606.ENSP00000372943
9606.ENSP00000365815
9606.ENSP00000373091
9606.ENSP00000371327
9606.ENSP00000371328
GYPC9606.ENSP00000259254
KNG19606.ENSP00000265023
NUDT69606.ENSP00000306070
BDNF9606.ENSP00000277010
9606.ENSP00000256637
9606.ENSP00000344223
9606.ENSP00000365387
9606.ENSP00000352232
9606.ENSP00000351486
9606.ENSP00000320002
9606.ENSP00000172229
L1CAM9606.ENSP00000359075
SDC19606.ENSP00000370542
DSC39606.ENSP00000280904
9606.ENSP00000374196
ERAF9606.ENSP00000307199
ACACA9606.ENSP00000344789
9606.ENSP00000350283
CSN29606.ENSP00000299259
9606.ENSP00000341030
ABI39606.ENSP00000225941
ABL19606.ENSP00000347852
9606.ENSP00000361423
9606.ENSP00000279101
9606.ENSP00000256925
9606.ENSP00000347555
9606.ENSP00000350294
9606.ENSP00000295851
9606.ENSP00000368914
9606.ENSP00000350018
9606.ENSP00000310406
SPG79606.ENSP00000268704
SMPD29606.ENSP00000258052
ING19606.ENSP00000364929
CD149606.ENSP00000304236
9606.ENSP00000363089
9606.ENSP00000217407
9606.ENSP00000252102
TBL1X9606.ENSP00000217964
DGKE9606.ENSP00000284061
CSF29606.ENSP00000311280
9606.ENSP00000296871
-1.CID000521081
NAGLU9606.ENSP00000225927
OBP2A9606.ENSP00000342097
9606.ENSP00000361104
COX29606.ENSP00000295890
9606.ENSP00000356438
9606.ENSP00000354876
9606.ENSP00000252785
SHFM19606.ENSP00000248566
TPH19606.ENSP00000343550
CSN39606.ENSP00000327144
9606.ENSP00000304822
GGT19606.ENSP00000215938
9606.ENSP00000248923
MAPT9606.ENSP00000340820
AGPS9606.ENSP00000291572
9606.ENSP00000259396
9606.ENSP00000337463
9606.ENSP00000314036
9606.ENSP00000360761
9606.ENSP00000372634
9606.ENSP00000285518
9606.ENSP00000317300
9606.ENSP00000372782
9606.ENSP00000363213
9606.ENSP00000264167
9606.ENSP00000289657
GNRHR9606.ENSP00000226413
AGC19606.ENSP00000268134
9606.ENSP00000308927
PAICS9606.ENSP00000264221
ABCD19606.ENSP00000218104
MC2R9606.ENSP00000333821
9606.ENSP00000306697
CORT9606.ENSP00000317110
CSF39606.ENSP00000342623
9606.ENSP00000225474
SGPL19606.ENSP00000299297
FTMT9606.ENSP00000313691
CTSG9606.ENSP00000216336
TAL19606.ENSP00000360950
KRT79606.ENSP00000329243
SARDH9606.ENSP00000360938
CA109606.ENSP00000340363
GLB19606.ENSP00000306920
SDHB9606.ENSP00000364649
CCNB19606.ENSP00000373781
9606.ENSP00000370233
9606.ENSP00000265872
GYPE9606.ENSP00000351430
ERCC29606.ENSP00000221481
ANXA59606.ENSP00000296511
PPIL19606.ENSP00000362803
DGAT19606.ENSP00000332258
FKBP99606.ENSP00000242209
9606.ENSP00000238793
9606.ENSP00000373659
FKBP59606.ENSP00000362984
FKBP69606.ENSP00000252037
9606.ENSP00000275590
FKBP49606.ENSP00000001008
FKBP79606.ENSP00000233092
FKBP39606.ENSP00000216330
TIE19606.ENSP00000361554
TNS19606.ENSP00000171887
C4BPA9606.ENSP00000356037
PRDX29606.ENSP00000246104
9606.ENSP00000301522
FGF49606.ENSP00000323588
9606.ENSP00000300177
9606.ENSP00000259915
9606.ENSP00000168712
DGKZ9606.ENSP00000320340
TNP29606.ENSP00000325738
CCND19606.ENSP00000349955
9606.ENSP00000287394
9606.ENSP00000227507
IKBKB9606.ENSP00000348619
9606.ENSP00000265026
9606.ENSP00000264777
9606.ENSP00000339151
CDK49606.ENSP00000360826
9606.ENSP00000350633
9606.ENSP00000335357
9606.ENSP00000257904
9606.ENSP00000261245
9606.ENSP00000360365
9606.ENSP00000307356
9606.ENSP00000228872
9606.ENSP00000369447
9606.ENSP00000337056
9606.ENSP00000250707
9606.ENSP00000276925
MMP99606.ENSP00000325431
9606.ENSP00000361405
EDG79606.ENSP00000359643
OXER19606.ENSP00000294971
MALT19606.ENSP00000319279
9606.ENSP00000271015
BACE29606.ENSP00000332979
FZD49606.ENSP00000264634
9606.ENSP00000311581
9606.ENSP00000367301
PPBP9606.ENSP00000296028
-1.CID000098514
MLYCD9606.ENSP00000262430
HBS1L9606.ENSP00000356811
ST189606.ENSP00000276480
PORCN9606.ENSP00000322304
EGFR9606.ENSP00000282358
9606.ENSP00000373844
9606.ENSP00000344967
9606.ENSP00000285279
9606.ENSP00000265171
9606.ENSP00000330375
9606.ENSP00000347555
9606.ENSP00000368539
9606.ENSP00000284273
9606.ENSP00000317327
9606.ENSP00000353013
9606.ENSP00000369049
9606.ENSP00000275493
9606.ENSP00000270279
9606.ENSP00000371341
9606.ENSP00000244815
9606.ENSP00000353319
9606.ENSP00000302913
9606.ENSP00000347581
9606.ENSP00000360798
ABCB79606.ENSP00000253577
NR1H29606.ENSP00000253727
DGKQ9606.ENSP00000273814
CLK19606.ENSP00000322316
9606.ENSP00000326830
9606.ENSP00000221455
GCLC9606.ENSP00000229416
SMPD19606.ENSP00000347707
9606.ENSP00000369262
9606.ENSP00000340409
CTSL9606.ENSP00000299373
9606.ENSP00000365073
9606.ENSP00000371068
AMY2B9606.ENSP00000354610
9606.ENSP00000306915
CD2009606.ENSP00000373177
9606.ENSP00000373179
9606.ENSP00000311035
LMNA9606.ENSP00000357283
EPB419606.ENSP00000345259
GGT29606.ENSP00000249062
9606.ENSP00000248923
DGKB9606.ENSP00000258767
TFF19606.ENSP00000291527
GYPB9606.ENSP00000354003
9606.ENSP00000283128
9606.ENSP00000351430
TBX59606.ENSP00000309913
NANS9606.ENSP00000210444
BCS1L9606.ENSP00000352219
MKL19606.ENSP00000358799
9606.ENSP00000311436
9606.ENSP00000347847
KCNA49606.ENSP00000328511
ACO19606.ENSP00000309477
ACACB9606.ENSP00000341044
CCR59606.ENSP00000250151
9606.ENSP00000292303
9606.ENSP00000367597
9606.ENSP00000225245
9606.ENSP00000293272
SMOX9606.ENSP00000368773
RFP29606.ENSP00000367425
NR1I39606.ENSP00000356958
CXADR9606.ENSP00000348635
9606.ENSP00000284878
RNF79606.ENSP00000273480
TPSB29606.ENSP00000372254
9606.ENSP00000349627
IARS9606.ENSP00000364811
9606.ENSP00000332533
PDCD89606.ENSP00000287295
CASP89606.ENSP00000343458
9606.ENSP00000312455
9606.ENSP00000357055
9606.ENSP00000336972
9606.ENSP00000363706
9606.ENSP00000326170
9606.ENSP00000264538
9606.ENSP00000368412
9606.ENSP00000220751
9606.ENSP00000237177
9606.ENSP00000351273
9606.ENSP00000346850
9606.ENSP00000356058
IBSP9606.ENSP00000226284
THRSP9606.ENSP00000281030
GFAP9606.ENSP00000253408
9606.ENSP00000005286
FBS19606.ENSP00000346240
9606.ENSP00000287468
MMP29606.ENSP00000242465
9606.ENSP00000219070
ENO29606.ENSP00000229277
FBXO89606.ENSP00000349445
SRMS9606.ENSP00000217188
IKBKE9606.ENSP00000354777
9606.ENSP00000259075
9606.ENSP00000356087
9606.ENSP00000358541
ACIN19606.ENSP00000262710
MDM49606.ENSP00000302537
9606.ENSP00000356151
NOS19606.ENSP00000330485
9606.ENSP00000295987
9606.ENSP00000320758
9606.ENSP00000355133
9606.ENSP00000343497
SNRPE9606.ENSP00000356177
CCL39606.ENSP00000225245
-1.CID000122980
CAST19606.ENSP00000373226
RYR19606.ENSP00000305632
9606.ENSP00000352608
9606.ENSP00000334382
9606.ENSP00000348150
APOA19606.ENSP00000367064
9606.ENSP00000263094
9606.ENSP00000364469
CAST9606.ENSP00000373226
9606.ENSP00000310966
9606.ENSP00000339914
-1.CID000002592
NCAM19606.ENSP00000318472
BMP29606.ENSP00000318650
9606.ENSP00000304930
9606.ENSP00000262383
9606.ENSP00000230122
9606.ENSP00000341274
9606.ENSP00000362587
9606.ENSP00000368104
9606.ENSP00000351446
9606.ENSP00000354794
9606.ENSP00000166139
LIPE9606.ENSP00000244289
LRP19606.ENSP00000243077
9606.ENSP00000283937
9606.ENSP00000352047
TLR49606.ENSP00000256447
9606.ENSP00000348619
9606.ENSP00000279992
9606.ENSP00000321203
9606.ENSP00000230568
9606.ENSP00000371960
9606.ENSP00000284818
9606.ENSP00000248244
9606.ENSP00000304236
9606.ENSP00000368351
9606.ENSP00000363089
9606.ENSP00000262932
9606.ENSP00000338945
9606.ENSP00000364477
BZRP9606.ENSP00000338004
LAP39606.ENSP00000298700
9606.ENSP00000241393
9606.ENSP00000226299
USH1G9606.ENSP00000320076
MEFV9606.ENSP00000219596
SQLE9606.ENSP00000265896
PSEN19606.ENSP00000281708
9606.ENSP00000366513
9606.ENSP00000365576
9606.ENSP00000326366
DGKG9606.ENSP00000265022
APRT9606.ENSP00000373424
ETF19606.ENSP00000365148
9606.ENSP00000353741
DGKA9606.ENSP00000328405
DAPK19606.ENSP00000365095
9606.ENSP00000261537
SGCD9606.ENSP00000338343
IL2RA9606.ENSP00000358482
9606.ENSP00000369293
NR1I29606.ENSP00000336528
ZNF799606.ENSP00000362446
PTK2B9606.ENSP00000332816
9606.ENSP00000313169
TITF19606.ENSP00000353918
AMY2A9606.ENSP00000306915
HTR2A9606.ENSP00000367959
HSPCA9606.ENSP00000351646
9606.ENSP00000319956
9606.ENSP00000335153
GLO19606.ENSP00000362463
FECH9606.ENSP00000372326
INSR9606.ENSP00000303830
9606.ENSP00000268035
GNLY9606.ENSP00000263863
KLK39606.ENSP00000314151
9606.ENSP00000264690
HTR1A9606.ENSP00000316244
9606.ENSP00000313601
LIPA9606.ENSP00000360895
9606.ENSP00000303070
9606.ENSP00000361151
PRPF39606.ENSP00000315379
RDBP9606.ENSP00000364578
9606.ENSP00000362362
9606.ENSP00000372660
ITGAL9606.ENSP00000349252
9606.ENSP00000338171
ALX49606.ENSP00000332744
COASY9606.ENSP00000163059
PSMD89606.ENSP00000215071
MPST9606.ENSP00000342333
CYLD9606.ENSP00000308928
RPN19606.ENSP00000296255
9606.ENSP00000310129
LARS9606.ENSP00000339299
9606.ENSP00000253925
9606.ENSP00000274562
9606.ENSP00000347106
9606.ENSP00000361491
APOE9606.ENSP00000365081
9606.ENSP00000321334
9606.ENSP00000369812
9606.ENSP00000364494
9606.ENSP00000317674
9606.ENSP00000252491
9606.ENSP00000372198
9606.ENSP00000252486
9606.ENSP00000345179
9606.ENSP00000360942
9606.ENSP00000350314
9606.ENSP00000227665
9606.ENSP00000311037
9606.ENSP00000352601
9606.ENSP00000364469
9606.ENSP00000338387
9606.ENSP00000302021
9606.ENSP00000233242
9606.ENSP00000205948
9606.ENSP00000327669
9606.ENSP00000303634
9606.ENSP00000227666
9606.ENSP00000252489
9606.ENSP00000372930
9606.ENSP00000366977
9606.ENSP00000372735
9606.ENSP00000356969
PCK29606.ENSP00000216780
LIPC9606.ENSP00000299022
LIPF9606.ENSP00000238983
PSMD69606.ENSP00000295901
PCK19606.ENSP00000319814
PKM29606.ENSP00000373744
ARG19606.ENSP00000271064
9606.ENSP00000349446
NMUR29606.ENSP00000255262
AMY1A9606.ENSP00000307372
9606.ENSP00000359097
H2AFX9606.ENSP00000364310
9606.ENSP00000372879
9606.ENSP00000295862
HTR79606.ENSP00000360786
CENPJ9606.ENSP00000371308
ALAD9606.ENSP00000363288
PROM19606.ENSP00000265014
HIF1A9606.ENSP00000361721
9606.ENSP00000315637
9606.ENSP00000301694
9606.ENSP00000338018
9606.ENSP00000242796
9606.ENSP00000263317
9606.ENSP00000359221
9606.ENSP00000299163
9606.ENSP00000366898
9606.ENSP00000363377
9606.ENSP00000256474
9606.ENSP00000359032
BUB39606.ENSP00000357858
9606.ENSP00000302530
TLR29606.ENSP00000260010
9606.ENSP00000371376
9606.ENSP00000354932
9606.ENSP00000284818
9606.ENSP00000302569
ABAT9606.ENSP00000268251
CCL79606.ENSP00000349967
9606.ENSP00000225840
9606.ENSP00000367832
OR6C39606.ENSP00000368989
SFTPD9606.ENSP00000357911
9606.ENSP00000361366
CAPN19606.ENSP00000279247
PRDX19606.ENSP00000246104
9606.ENSP00000361152
NCOA69606.ENSP00000325326
9606.ENSP00000351894
9606.ENSP00000311747
ALPI9606.ENSP00000295463
CCNK9606.ENSP00000374532
ACLY9606.ENSP00000370620
9606.ENSP00000351539
9606.ENSP00000311962
9606.ENSP00000296456
9606.ENSP00000262053
9606.ENSP00000307259
9606.ENSP00000219097
9606.ENSP00000264169
9606.ENSP00000219345
9606.ENSP00000315334
9606.ENSP00000371175
9606.ENSP00000304331
9606.ENSP00000285106
9606.ENSP00000363825
9606.ENSP00000360621
9606.ENSP00000325690
9606.ENSP00000264110
9606.ENSP00000253792
9606.ENSP00000286639
9606.ENSP00000321835
9606.ENSP00000336790
9606.ENSP00000355954
9606.ENSP00000261740
9606.ENSP00000260600
9606.ENSP00000257789
9606.ENSP00000245541
9606.ENSP00000371152
9606.ENSP00000263317
9606.ENSP00000371565
9606.ENSP00000307356
9606.ENSP00000354394
9606.ENSP00000228434
9606.ENSP00000297431
9606.ENSP00000337838
9606.ENSP00000266214
9606.ENSP00000234296
9606.ENSP00000231504
NR0B29606.ENSP00000254227
9606.ENSP00000363822
PRB19606.ENSP00000240636
9606.ENSP00000362768
HTR3A9606.ENSP00000347754
GJA89606.ENSP00000358238
GCNT29606.ENSP00000265012
MT2A9606.ENSP00000245185
IL12B9606.ENSP00000228534
9606.ENSP00000231228
E2F19606.ENSP00000260810
9606.ENSP00000333602
9606.ENSP00000352925
9606.ENSP00000250454
9606.ENSP00000323670
9606.ENSP00000302886
9606.ENSP00000345571
9606.ENSP00000267163
9606.ENSP00000287394
9606.ENSP00000250024
9606.ENSP00000323246
9606.ENSP00000348523
9606.ENSP00000354313
HTR1B9606.ENSP00000257763
PPARG9606.ENSP00000357341
9606.ENSP00000264867
9606.ENSP00000293771
9606.ENSP00000355712
9606.ENSP00000224073
9606.ENSP00000252889
9606.ENSP00000287820
9606.ENSP00000267568
NR5A29606.ENSP00000356331
ACSL69606.ENSP00000368551
PKHD19606.ENSP00000360158
PAK29606.ENSP00000314067
9606.ENSP00000336923
9606.ENSP00000353864
9606.ENSP00000359552
ARSG9606.ENSP00000347310
GPAM9606.ENSP00000265276
PPAT9606.ENSP00000163059
9606.ENSP00000264220
BGLAP9606.ENSP00000357259
MFGE89606.ENSP00000268150
LAMB19606.ENSP00000222399
CD809606.ENSP00000303939
9606.ENSP00000264246
CD1609606.ENSP00000235933
CHIA9606.ENSP00000341828
CES19606.ENSP00000353720
HTR69606.ENSP00000289753
ACSL19606.ENSP00000281455
FSCN19606.ENSP00000371798
CDS19606.ENSP00000295887
9606.ENSP00000372023
ABCC29606.ENSP00000359478
DRB19606.ENSP00000364114
9606.ENSP00000286070
9606.ENSP00000353099
9606.ENSP00000372606
9606.ENSP00000339469
AGXT9606.ENSP00000302620
CEBPB9606.ENSP00000253024
9606.ENSP00000299663
9606.ENSP00000360707
9606.ENSP00000345341
IL2RB9606.ENSP00000216223
CMPK9606.ENSP00000360939
KCNN49606.ENSP00000262888
DSG49606.ENSP00000352785
RHOJ9606.ENSP00000316729
ERCC19606.ENSP00000013807
CD389606.ENSP00000226279
9606.ENSP00000312309
GNRH19606.ENSP00000238647
9606.ENSP00000276414
PKLR9606.ENSP00000271946
STAT39606.ENSP00000356063
9606.ENSP00000351935
9606.ENSP00000371189
9606.ENSP00000320940
9606.ENSP00000005286
9606.ENSP00000304769
9606.ENSP00000222139
9606.ENSP00000350967
9606.ENSP00000263379
9606.ENSP00000317289
9606.ENSP00000330659
9606.ENSP00000366234
9606.ENSP00000370979
9606.ENSP00000264657
9606.ENSP00000369312
OLR19606.ENSP00000309124
KITLG9606.ENSP00000228280
